,review_text,label,prediction
433,ini lotion yang sangat perlu di bawa saat travelling selain kemasannya simple banget untuk dibawa lotion ini juga sangat mudah digunakan tidak lengket sama sekali dan sangat meresap walaupun dipakai berulang kali baunya banget segar juga ,0,1
434,ini tabir surya pertamaku nah teksturnya lebih creamy dan wanginya tidak menyengat mungkin butuh waktu lama untuk meresapnya tapi bagus untuk yang berkulit normal kering moisturizer nya bener pengaruhi kulitku jadi lebih halus tapi kok sekarang muncul sesuatu yang tidak ada di wajahku bikin bad mood akhirnya berhenti pakai padahal masih banyak beli kembali no,-1,-1
435,bb cream ini cocok banget buat saya kombinasinya yang berminyak paling bisa menahan minyak kalau sudah lama hanya berminyak di tzone dan harganya juga murah karena waktu itu saya beli langsung di jepang saya menggunakan warna oc c yang sepertinya cocok dengan nc mudah diblender juga biasanya diaplikasikan hanya menggunakan jari tangan lalu bayangannya juga merupakan nada kuning sehingga sangat cocok dengan kulit saya ya saya suka ,1,-1
436,saya tidak suka tekstur bau dan rasanya ketika saya pakai lengket tapi setiap saya berenang saya tidak pernah ketinggalan hehehe ini produk yang bagus karena produk lain hanya gosong dan gosong jika sudah di jamin aman pokoknya yaa gak di kasih ,0,0
437,produk ini sangat ringan untuk kategori sunblock tidak membuatnya berminyak di wajah dan tidak membuat kulit wajah berminyak overal menyukai produk ini karena ringan dan efeknya terlihat matte di wajah hanya harganya yang mahal,0,1
438,saya sangat suka scrub bengkoang bercita cita punya kulit putih bersih hahahaa kalau ke supermarket pasti bawa scrub bengkoang image saya telah membeli kembali beberapa kali saya pikir butirannya besar dan teksturnya tebal untuk scrubing menurut saya aplikasinya harus lembut jangan menggosoknya terlalu keras ,1,1
439,tabir surya ini juga bagus karena mengandung spf yang tinggi tapi tidak terlalu berminyak awalnya berminyak tapi meresap lambat aromanya juga standar harganya terjangkau dengan tube yang lumayan besar sayangnya membuat komedo semakin banyak jadi s ai sekarang saya masih mencari tabir surya yang oke ,0,0
440,teksturnya tidak cair seperti kebanyakan serum malah lebih mirip krim di situsnya serum ini untuk jenis kulit kering hingga normal tapi saya dengan kulit kombinasi cocok untuk serum ini karena ringan dan cepat menyerap hanya saja fungsionalitas yang disebutkan tidak terasa jadi sepertinya saya tidak akan membelinya kembali ,0,-1
441,saya suka karena tidak mengandung alkohol dan tidak mengiritasi kulit anda terus sangat efektif dalam menghilangkan sisa riasan dan kotoran yang tidak benar benar dibersihkan oleh pembersih wajah seiring waktu wajah saya terlihat lebih cerah mungkin karena mengandung aha untuk eksfoliasi saya pake cm tiap malam karena x khawatir eksfoliasi,-1,1
442,dari segi harga yang murah ragam warnanya banyak tapi sayangnya agak sulit ditemukan kebanyakan tidak lengkap harus ke toko kosmetik yang lumayan besar meluncur dengan mulus dan setelah beberapa detik terasa dingin di bibir tetapi tidak terlalu banyak pigmentasinya bagus transfernya minimal tahan lama dan tidak mengeringkan bibir saya hasil akhirnya adalah matte mati dan ringan di bibir ,0,0
443,saya sangat senang saya hanya mencoba s el daripada ukuran penuhnya d baunya sangat enak saya suka semuanya aroma persik konsistensinya tidak terlalu encer atau terlalu kental mudah dic ur ini disebut serum tapi sejujurnya lebih seperti primer wajah berbahan dasar silikon meninggalkan lapisan tipis seperti itu membuat wajah beludru saya terasa seperti aromanya tetapi tidak akan membelinya kembali karena sepertinya saya tidak tahan menggunakan serum wajah seperti itu ,0,0
444,saya menggunakan ini sebagai toner dan belum pernah digunakan satu kali pun wanginya sangat floral tetapi setelah digunakan wanginya hilang warnanya putih dan teksturnya cair sedikit saja sudah cukup untuk seluruh wajah tidak terlalu lembab tapi menurut saya whitening balancer bukanlah pelembab itu booster dan ph balancer lebih banyak untuk properti pemutih untuk melengkapi seri lainnya ,0,0
445,coba toner bha ini setelah membaca beberapa review formulanya sangat lembut di wajah saya tidak merasakan efek kesemutan atau apapun bahkan terasa lembab di awal pemakaian oke lah komedo di wajah g ang banget di bersihkan tapi sepertinya sudah tidak ada efeknya lagi mungkin wajah saya butuh bha level yang lebih tinggi untuk eksfoliasi ,-1,-1
446,wangi mawar ini dipadukan dengan bedak tabur lulur bubuk sebagai bahan penc ur aroma segar harum harga sangat bagus jika wajah anda berminyak dan malas membersihkan wajah oleskan sementara kapas yang telah disiram air mawar dan usapkan pada wajah agar lebih segar m u menghilangkan rasa lengket sementara kan xixixixi d atau taruh di botol semprot jadi tolong buat semprotan bio palsu yang keren untuk pengharum wajah cukup semprotkan saja pada wajah srot srot biar segar sejenak kalo srot srot kebanyakan gpp tinggal di lap pake tisu di puk puknya konon khasiat bunga mawar ini bikin kulit n ak awet muda juga ya xixixixi kalo percaya ga percaya deh yang penting kesegaran asli d,1,1
447,serum ini tidak membuat wajah anda kencang dan halus kemasannya juga menarik karena warnanya merah muda aroma lembut khas produk kolam lainnya tidak membuatnya kering dan kulit wajah juga tidak berminyak sangat direkomendasikan,0,0
448,toner ini saya beli karena sangat ingin mengencangkan pori pori yang menurut saya sudah terlihat besar namun sayangnya toner ini tidak membantu sama sekali untuk menodai pori pori tapi saya sangat suka toner ini walaupun tidak membuat pori pori kecil tapi terasa kulit saya lebih segar saat menggunakan ini,-1,-1
449,menurut saya serum ini mahal tapi kalau dibandingkan dengan esensi pertama lainnya hasilnya lumayan dalam diriku lumayan bikin wajah dan pori pori mengecil saya baru saja menyelesaikan paket ml dan tidak membelinya lagi ,-1,0
450,saat menggunakan tabir surya ini lagi itu tidak akan bertahan sekitar bulan saya benar benar menggunakannya sedikit teksturnya seperti gel yang agak creamy bikin berminyak jadi saya pakai sedikit kalau masalah proteksi lumayan motor saya sering kepanasan muka saya tidak terbakar plus murah minus bikin berminyak berjerawat pembelian kembali no ,-1,-1
451,tabir surya harian saya tabir surya ini saya gunakan setiap hari untuk kegiatan sehari hari saya dari kuliah hingga bekerja tapi tekstur dari tabir surya ini sangat kental sehingga sulit diaplikasikan di kulit dan memiliki bau jadi yang tidak suka lotion bau pasti tidak suka dan agak lengket juga dalam beberapa saat menit penggunaan harganya terjangkau dan mudah ditemukan di supermarket ,0,1
452,lulur herboris ini sangat khas beberapa hari sebelum pernikahan saya rutin menggunakan scrub ini saya sangat suka scrub ini untuk mengangkat tangan kaki dan punggung saya aroma yang tahan lama penggunaan scrub ini secara teratur membuat kulit saya bersih kemasan ekonomis bisa dibawa kemana mana tidak repot ,1,1
453,ia melakukan apa yang diklaimnya saya sangat senang menemukan sunblock yang ringan tidak lengket matte dan pastinya bebas minyak dasarnya semua yang anda butuhkan kulit berminyak rawan berjerawat saya tidak perlu lagi membedakan menggunakan ini cukup gunakan concealer imo sunblock juga memiliki efek menghaluskan kulit jika anda menggunakan primer sayangnya agak mengering jika ada jerawat atau bekas luka yang masih sembuh terlihat benar benar mengelupas saya merekomendasikan menggunakan pelembab yang baik sebelumnya teksturnya tipis mudah meresap tidak lengket di kulit hasil akhir matte dan cukup tahan minyak hanya jika anda menggunakan tambalan kering ini akan sangat menarik sayangnya lumayan susah dicari harganya masih terjangkau teksturnya encer mudah meresap tidak lengket di kulit bahkan spfnya tinggi hasil akhirnya matte dan dapat ditoleransi untuk ketahanan minyak kulit saya berminyak tetapi menggunakannya dalam waktu yang lama membuatnya kering juga sayangnya lumayan susah dicari harganya masih terjangkau ,0,0
454,harga murah mudah didapat wanginya lembut efek membuat kulit saya bersih saya sangat suka efek yang diberikan scrub itu bersih dan wangi dan kelentit saya cerah banget benar benar menghilangkan penyumbatan di badan saya,1,1
455,yang saya suka dari lulur wajah ini adalah hanya mengeluarkan produk sebesar itu bisa menghasilkan banyak pijatan di wajahnya setelah dibilas wajah terasa begitu bersih sehingga mencerahkan wajah saya dengan sangat baik meski tidak butuh waktu lama apa yang kurang scrub kurang berasa entah bagaimana kolam ini tidak pernah menjadi favorit saya saya suka apa yang terjadi pada wajah saya ,0,0
456,saya membeli ini karena sangat terkesan dengan hadalabo sha yang sukses bikin kulit kenyal lembab dan enak tapi hadalabo dibeli di jepang nah hadalabo yang sekarang ada di indonesia sepertinya tidak seefektif yang aslinya jadi meskipun yang satu ini klaimnya benar benar bombastis pemutih pamungkas tetapi tidak memberikan efek mencerahkan paling banyak memainkan nada wajah tidak kusam yah setidaknya lotionnya mudah digunakan jadi setiap kali kamu bisa menepuknya di wajahmu sehingga kamu bisa mendapatkan pelembab wajah secara instan dan terasa nyaman di wajahmu ,-1,1
457,ini sebenarnya adalah produk yang bagus untuk mereka yang ingin melakukan eksfoliasi tapi sayangnya terlalu keras di wajah saya karena ini bha jadi dia cenderung peka terhadap cahaya alhasil wajah saya menjadi hitam sedikit hangus karena matahari apalagi matahari saya merasa bahwa saat l u menyala pagi hari lebih gelap saya tidak tahu apakah itu benar atau tidak masalahnya saya belum menemukan sunscreen yang cocok dan tidak membuat eakout ,-1,-1
458,saya membeli produk ini karena review femaledaily sangat baik tentang produk ini ya produk ini bisa bekerja dengan baik sebagai toner dan menghilangkan sisa sisa make up dan kotoran di wajah serta memberikan efek segar tapi selebihnya biasa saja tidak sehebat review,-1,-1
459,beberapa kali gunakan pembersih ini karena kamu suka di lemari bu menurut saya pembersih ini lebih seperti toner karena tidak menghilangkan riasan sama sekali itulah mengapa lebih baik menggunakan ini sebagai toner biasa baunya enak dan menenangkan ,1,1
460,serum ini luar biasa wajah saya berjerawat tapi masih nekat mencoba serum ini tapi hasilnya membuat wajah saya bercahaya dan kemerahan di pipi saya pakai ini rutin selama sebulan setelah menyelesaikan makeover ini saya juga merasa lubang di wajah saya sedikit lebih baik cuma nama hormon wajah saya yang masih jerawatan setelah sebulan pemakaian ini tapi jika kamu mempunyai wajah yang normal dan ingin mencoba serumnya agar terlihat lebih glowing ini sangat recommended buat kalian jika jerawat saya sudah berkurang dan bekas luka dibiarkan saya berpikir untuk membuat ini lagi serum terbaiknya hasilnya benar benar terbukti ,1,1
461,sangat tidak cocok menggunakan clear lotion setiap pemakaian pasti akan melihat jerawat muncul keesokan harinya dan ada efek membuat kulit wajah terlihat agak hitam tidak akan membeli kembali lotion bening ini harga mahal bila dibanging toner lain dan hasilnya kurang memuaskan ,-1,-1
462,dari kemasannya terlihat mewah entah harga terjangkau banget beli ini di guardian coba testernya dulu ga ada salahnya saat digosok ada semacam warna hitam baca memanjat saat keluar saat mencobanya di rumah gunakan sebelum mencuci muka usapkan ke seluruh wajah menggunakan tangan yang bersih tapi kering mukanya pasti juga kering setelah itu digosok perlahan dengan gerakan melingkar lalu cairan exfoliator terlihat seperti gumpalan mulai rontok tapi diangkat kok kulit kering komedo tidak semua komedo tapi lumayan setelah itu bilas dengan air pembersih muka saya langsung merasakan efeknya kulit wajah terlihat bersih jika dipegang terasa halus kelebihan harga terjangkau mudah ditemukan mudah digunakan efek instan tanpa microbeads tanpa pembersihan tanpa kerusakan tanpa rasa sakit saya sudah menggunakan ini setiap hari selama dua bulan sebagai rutinitas perawatan kulit saya kontra baunya aneh tapi lumayan dan setelah dicuci bersih baunya juga hilang ,0,0
463,menurut saya dari semua produk wardah white secret produk ini yang paling dalih paling besar n aknya benar benar menghilangkan sel kulit mati saya tapi jangan terlalu sering dipakai karena bikin kulit tipis dan perih ,0,0
464,menurut saya toner ini unik dan berbeda dengan toner lain pada umumnya yang terkadang menimbulkan kesan pegal pegal di wajah untuk toner ini harganya murah dan tidak menyebabkan kulit kita menjadi kering ,-1,-1
465,yang saya suka cocok untuk kulit saya yang jelas tidak menyebabkan jerawat setelah menggunakan pengelupasan ini komedo menjadi lembut sehingga sangat mudah untuk dibersihkan travel friendly pompa tidak mudah bocor harga cukup murah untuk ukuran produk korea karena pengelupasannya cair sehingga pas di wajah tidak sakit dan sakit kontra barangnya akan segera punah penjual indo jarang memilikinya ,0,0
466,saya menggunakan produk ini lebih sering sebagai toner dan bukan sebagai bedak lumayan untuk mengurangi minyak berlebih dan membuat wajah lebih matte sedikit wangi tapi tidak mengganggu untuk jerawat tidak terlalu penting tapi tidak cukup buruk untuk mengurangi kemerahan biasanya masih menggunakan bedak setelah menggunakan ini ,1,1
467,sebenarnya beli ini bukan untuk toner khusus tapi untuk c uran masker efeknya menurut saya tidak ada cuma segar dan harum mungkin ekstrak mawarnya tidak asli karena harganya sangat murah tidak mungkin juga ,-1,-1
468,coba produk sabun n kemuliaan dan scrub gula ini yang terbaik di antara yang lain manik maniknya pas saat digunakan lulurnya wangi dan segar kulit langsung lembut tapi masalahnya mahal biarpun berhasil lagi lagi ini mahal,0,0
469,akhir akhir ini saya suka scrubbingan akhirnya saya mau coba pakai ini teksturnya kental banget jadi harus dikasih air dulu supaya tidak sakit saat menggosok wajah setelah selesai bilas dan voilllaaa wajah cerah dan halus penggunaan skincare lebih efektif karena pori pori lebih bersih dan cepat menyerap ,0,0
470,lulur dengan aroma zaitun segar butiran lulurnya agak kasar namun enak jika dioleskan pada kulit serasa langsung menghilangkan semua kotoran yang menempel saya anjurkan scrubbing jangan terlalu kuat karena saking kuatnya s ai selesai berkumur padahal sudah kelihatan merah semua hahahaha body shop body scrub olive tidak mengeringkan kulit karena mengandung olive oil yang melembapkan dan efek pelunakan untuk harga jadi tidak apa apa worth it dengan kualitasnya recomended buat yg mau ngeres di badan,1,0
471,toner ini direkomendasikan untuk kulit berminyak saya juga menggunakan toner yang rentan berjerawat ini toner ini membersihkan sisa sabun di wajah saya memiliki sensasi segar saat digunakan mencerahkan saat digunakan dengan susah payah sobat menggunakan toner ini pada kaki belang nya dan warnanya bisa sama lagi jika saya membuatnya kering di wajah saya lebih baik langsung mengoleskan pelembab setelah menggunakan toner ini tapi secara keseluruhan toner seperti ini murah tapi saya suka agak boros dan cepat habis ,1,1
472,saya tergolong newbie di produk skii saya membeli ini bersamaan dengan fte saat saya membelinya pertama kali karena dikatakan membuat fte bekerja lebih maksimal jika anda mengatakan lotion bening ini menghilangkan sel kulit mati menurut saya tidak seperti itu kulit menjadi lebih kering dan kurang bisa menghilangkan komedo tapi saya tetap menggunakannya karena saya berharap fte bisa bekerja lebih baik dengan penggunaan cl ini ,-1,-1
473,wow lipstik ini terlihat seperti lip gloss kemasan tapi dia matte tidak mudah menggunakannya seharian penuh apalagi kalau tidak dimakan hehehe baunya tidak enak tidak seperti lipstik lainnya tapi sangat bagus saya harus menggunakannya untuk tidak mengelapnya sedikit agar tidak bersorak tadinya saya lihat warnanya kok enak banget segar tapi kelihatan cerah banget di bibir saya jadi saya tidak menghapusnya sedikit jika saya menggunakannya jadi tidak apa apa kalau sudah jadi saya cuma mau beli naungan nud ga setenar itu harganya mahal saya membeli secara online tapi kenapa tidak berakhir dengan baik sudah bulan ,0,0
474,saya telah menggunakan perawatan esensi sk ii faciak ini sejak lama ini bukan hanya u al air u tetapi benar benar u air ajaib u air yang mengandung pitera jika digunakan secara rutin akan membuat kulit terlihat tahun lebih muda saya suka sk ii fte karena bisa mencegah komedo membuat komedo yang ada lembut dan mudah dihilangkan komedo tidak berbau dan menjadi lembut kulit saya t ak bercahaya jika misalnya saya berjerawat saya akan mengompres jerawat saya dengan menggunakan kapas yang telah dibasahi sk ii fte sebelumnya akibatnya jerawat saya selalu rata tanpa meninggalkan bekas soal harga saya rela membayar mahal untuk kulit yang sehat dan bercahaya kulit itu investasi di masa tua ya saya suka kemasannya dari kaca meski banyak yang tidak suka karena kemasan gelas ini yang membantu menjaga keajaiban udara u ini tetap selalu dalam kondisi baik biasanya saya menggunakan sk ii fte pada pagi dan sore hari setelah mencuci muka untuk booster cream yang akan saya gunakan selanjutnya ,1,1
475,walaupun harganya mahal tapi kualitas yang diberikan sangat bagus sangat cocok untuk yang berjerawat u bersihkan wajah secara menyeluruh dan kulit menjadi lebih bersih bebas kotoran produk ini sangat membantu membersihkan wajah gunakan setiap hari biar mendapatkan hasil yang luar biasa wajah akan lebih segar lebih bersih intinya harus coba produk ini u ,1,1
476,pertama kali saya mencobanya ketika saya putus asa karena tiba tiba muncul di wajah saya saya mencoba menggunakan banyak dari mereka tetapi saya tidak kehilangannya kemudian saya pergi ke wali untuk melihat ini harga yang cukup murah untuk produk import coba terus hasilnya lumayan bagus seminggu pake untusan wajah saya hilang wajah saya mulus banget bisa mengangkat komedo juga,0,0
477,lulur getar ini sangat praktis kadang hanya tumpah keluar dari botol jadi hati hati kalo mau travelling saya pake aja dirumah aja baunya enak banget teksturnya kuning tidak kasar hanya kalau dipakai betul betul mempunyai cita rasa yang sangat tradisional baunya unik hehehe kulit jadi halus setelah pakai ini harganya murah bisa dapat di supermarket terdekat mau beli lagi kalau di scrub di rumah sudah tersedia ,0,0
478,awalnya saya suka karena murah dan warnanya jingga contoh warna terlihat menjanjikan apalagi saat itu sedang trend lipstik orange tapi maaf untuk mengatakannya tapi lipstik ini adalah salah satu yang terburuk untukku terlalu kental di bibir warnanya kurang keluar jika sudah berlapis menjadi menggumpal daya tahan buruk astaga buang buang uang,0,0
479,kelebihan saya suka banget dengan kemasannya sangat mudah digunakan terutama untuk di buat di pinggir bibir jadi g ang tidak luntur terjangkau warnanya lumayan kontra warna ini kurang berpigmen dibanding yang lain warna saya harus menggesek berkali kali dan warnanya keluar ada sensasi mint di bibir yang tidak saya suka warnanya cool toned jadi tidak cocok untuk kulit hangat,0,0
480,cinta semua orang karena tanpa alkohol cobalah tidak ada pewarna juga menyegarkan tapi untuk ukuran skincare itu begitu pas di wajah saya terkadang saya menggunakannya saat saya mau atau sebagai c uran masker ,0,0
481,kozui adalah mineral peeling spray yang dapat mengangkat kulit mati layaknya scrub tanpa air cara membuatnya mudah tinggal semprot dan gosok dan kotoran jatuh belilah karena ujian langsung di tangan saat promo di mall luar biasa karena kulit mati dihilangkan jadi bayangkan jika anda membelinya sendiri dan menggunakannya di rumah tapi ses ainya di rumah saya bahkan tidak punya waktu untuk terus menggosok karena butuh waktu lama untuk menggosok seluruh bagian tubuh semprot sedikit biar tidak kering tapi lama kelamaan saya merasa takut dibohongi ini kulit mati produk apa yang dikeluarkan saat saya beli saya dapat botol dua botol untuk tangan dua botol utk mukanya jadi bikin kulit terasa kasar tapi pas dibilas air jadi licin seperti ada sabun ,0,0
482,awalnya saya dapat s le kit karena saya membeli lagi product skin food pilih terus peach sake nya aromanya segar banget udah dibuat dikit dikit langsung terasa halus di pipi dan efeknya menutupi pori pori sudah n ak tapi hanya sekedar menutupi saja tidak bikin pori pori lebih kecil juga jeleknya bikin saya jerawatan kayak komedi berubah jadi jerawat yang bikin enggak mau beli ulang itu saya gak yakin produk ini halal sebenarnya produk luar lainnya ga punya logo halal tapi karena ada rice sake jadi khawatir ,-1,-1
483,produk ini sudah lama jadi saya coba pakai di sma tapi sih tidak saya punya bercak kecil padahal katanya tante saya yang juga pke ini waktu kecil berkah ini sangat wajar bagus dan cocok untuknya tapi tidak untuk saya saya tidak tahu jam berapa dia dulu berkah ini bagus disini quality controlnya berkurang ,-1,-1
484,warnanya bagus pas di bibir harganya murah cuma sayang tidak tahan lama meski berpigmen tapi jelek di bibir kalau telat tidak bisa retouch juga gt pecah dan membuat bibir terkelupas jadi kering saya sudah mengoleskan lip balm tapi masih kering ,0,0
485,kontrol oli adalah juara itu bisa mengurangi kemerahan dan selain spf juga ada pa harganya juga masih murah mudah ditemukan juga tapi sayangnya dia hanya satu warna dan keputihan banget buat saya membuat wajahku abu abu lalu jika dibilas dengan air putihnya langsung menghilang ,0,0
486,ini yang pertama saya beli karena tidak cocok dengan toner lotion bening skii saat dipakai sih terasa biasa saja cukup oke lah untuk membantu membersihkan sisa kotoran dan make up yang tidak lepas selama cleanser dan tidak membuat kulit saya kering atau gosong ,-1,-1
487,pertama coba ini karena penasaran ingin mencoba pakai bb cream harganya sangat terjangkau teksturnya ringan mudah diaplikasikan dan ada sensasi sejuk saat digunakan tapi sayang bb cream ini bikin wajahku jadi berminyak dan setelah beberapa minggu menggunakannya jerawat saya menjadi sangat buruk s ai harus ganti dokter untuk menyembuhkan jerawat pasti tidak dibeli kembali ,-1,-1
488,pertama kali saya tahu produk ini dari sodara katanya ada efek saya sangat suka mencari produk yang mencerahkan ternyata saat pertama kali mencobanya benar benar berpengaruh sesuai namanya dari awal penggunaan saya merasa cerah instan banget jadi tidak butuh waktu lama untuk melihat hasilnya saya sangat suka spf nya juga tinggi sekarang kami sangat membutuhkan produk itu yang bernama spf jadi sekarang kalau mau kemana mana jangan pernah lupa pakai body serun ini pertama warna lotionnya orange lembut aromanya enak dan tidak lengket saat dioleskan ke badan terasa dingin sekali saya suka saja kemasannya simpel bentuknya tabung jadi tidak ribet mengeluarkan lotionnya kalau harga segitu menurut saya harganya murah kalau melihat efek yang dia berikan membeli kembali saya katakan tentu saja ya saya pasti akan membelinya lagi saat selesai karena saya sangat suka produk ini,1,1
489,bagi saya produk ini terlalu berminyak dan lengket di wajah menyerapnya agak lama jika sebelumnya menggunakan skincare lain ditambah lagi menggunakan produk ini wajah akan semakin berminyak saya sudah mencoba menggunakannya dengan garis snowise lainnya plus menggunakan produk ini sangat berminyak satu lagi mahal mungkin lebih baik cari yang lebih terjangkau plus satu yang tidak berminyak di kulit ,0,0
490,saya sangat suka formulanya yang lembut dan baunya enak seperti permen pokoknya saya harus punya smlc athena ini saya pasti akan beli lagi karena kualitasnya bagus nah jika kamu memiliki warna kulit kekuningan yang sama dengan saya mungkin nyx smlc athens bisa menjadi pilihan yang tepat untuk yang sedang mencari warna bibir nude ,1,1
491,saya tipe orang yang jarang menggunakan scrub dan ini produk scrub pertama saya setelah menggunakan scrub ini sel sel kulit mati di wajah saya terangkat wajah saya menjadi bersih lembut dan wanginya juga sangat harum ,0,0
492,saya baru beli nomor sebenarnya jatuh cinta banget sama warnanya easy to use and buildable tapi sedikit kecewa dengan kemasan jeleknya karena saat pertama kali dibuka sebelumnya di shrink plastic lipstiknya jatuh dari dudukan alhasil sekarang aku tidak berani memasukkan tas kosmetikku karena takut rontok lagi tapi untuk harga rp murah tapi original ini worth it kualitasnya oke,1,1
493,menurut saya h ir semuanya sama scrub terlalu banyak dan kadang malah terasa sakit saat dioleskan ke kulit kemasan standar untuk lulur krn pasti pake dirumah ga mau bawa kemana jadi pas harganya juga sesuai hasil biasa saja ,0,0
494,produk ini sudah saya coba selama kurang lebih bulan tidak ada perubahan yang berarti waktu itu saya membelinya karena saya terpikat bahwa produk ini adalah duplikat produk skii fte saat itu saat saya berjalan selama bulan kulit wajah saya terlihat seperti bercak keringat di dagu saya merasa produk ini sepertinya tidak cocok untuk wajah saya dan akhirnya saya berhenti ,-1,-1
495,sunblock dengan harga yang lumayan terjangkau tapi warnanya benar benar putih di kulit jadi kalau yang kamu pakai kelihatan putih banget lebih baik jangan karena hanya sedikit putih hanya sedikit lengket tapi secara keseluruhan baik baik saja,1,0
496,dari berbagai produk rantai seluminasi kekayaan inilah yang memberikan efek paling maksimal saya sangat suka karena ini serum tapi tidak membuat wajah anda berminyak mau beli kembali tapi bolak balik mau coba serum dari whitening series karna ini seluminasi karena serasa lengket untuk menambah skintone,1,1
497,lulur ini memang diformulasikan untuk kulit sensitif jadi sangat lembut tak heran namanya days scrub bisa digunakan setiap hari kalau rajin dipakai tiap malam kulit jadi lembut banget itu saja sayang banget setiap hari menggosok kulit itu boros sangat cepat jadi ini lebih merupakan scrub fisik sehingga menghilangkan kotoran dan kulit mati di permukaan atas kulit jadi jika anda rajin hasilnya sama saja gosok lembut dengan butiran halus tapi padat jadi butirannya banyak ya mereka sungguh sungguh ini benar benar ringan untuk penggunaan sehari hari jadi tidak keras untuk kulit efeknya mirip dengan menggunakan turnaround scrub kulit wajah menjadi lembut dan halus setelah menggunakan ini ,0,0
498,karena saya menggunakan rangkaian produk pemutih dari wardah setelah menggunakan day cream saya juga menggunakan gel tabir surya dari wardah dengan harga yang cukup terjangkau baunya aneh baunya enak kemasannya enak dan mudah didapat di toko ,0,0
499, sangat terjangkau dan pilihan warnanya banyak plus mudah ditemukan karena banyak yang jual di toko online kemasan jelek rapuh dan harus rajin membersihkan stempel karena warna lipstik pasti lengket tahan power biasa biasa saja tetapi dapat mengajukan permohonan kembali,0,0
500,missha time revolution essence sebenarnya punya ibu saya hanya penasaran ingin mencobanya di kamarnya saya meminta sekitar dua minggu hanya untuk membandingkan sk i saya tidak merasakan perbedaan antara missha dan sk i kecuali pada baunya versi treament missha dari essence nya lebih lembut dari sk i warna cairan essence nya juga mirip nilai positifnya pertama kali terlihat di kemasannya bukan kemasan missha terlihat mewah seperti itu untuk kualitas saya belum begitu tahu coba minggu tidak melihat ada perubahan tapi tidak keluar juga ,0,0
501,pertama kali produk ini datang dan saya langsung menyesalinya saya sangat tidak suka karena terasa berat dan suka menggunakan cat di bibir saya setelah beberapa saat itu bahkan retak membuat bibir sangat kering dan berbau tidak sedap sangat kimiawi walaupun harganya terjangkau tapi saya rasa tidak worth it ,-1,1
502,saat saya pakai terasa agak lengket butuh beberapa saat untuk bisa masuk ke wajah tapi karena di klaim punya spf dengan harga yang relatif murah kadang saya beli lagi kalo pelembab andalannya sudah habis ,1,0
503,pond bb cream memiliki warna yang cocok untuk kulit orang asia merk ponds sdri sudah terkenal di indonesia kelebihan produk ini toko obat mudah didapatkan dimana saja harga terjangkau mengandung bahan yang aman dan dipercaya dapat mencerahkan kulit spf aman digunakan diluar ruangan minus oil control yang jelek dan warna tidak merata tidak menutupi noda sama sekali hari dengan penggunaan riasan ringan ,0,0
504,lulur ini saya beli karena penasaran ketika saya mencium aroma testernya enak banget wanginya lembut lulur halus tidak mengeringkan kulit saya setelah di gosok kulit terasa bersih kemasannya gede banget walaupun harganya agak mahal tapi worth it karena awet ,0,0
505,tabir surya terbaik yang pernah ada tidak lengket sama sekali proteksi bagus dan soal murah harga murah dibanding sunscreen merk lain saya menggunakan ini setelah menggunakan fte dan pelembab hasilnya bagus meskipun anda harus mendaftar ulang setelah jam penggunaan tapi jangan khawatir ukurannya masih seperempat botol meski pertama kali dipakai agustus bisa bertahan hingga bulan meski sering diaplikasikan ulang bisa hingga kali sehari,1,1
506,kelebihan praktis setelah di lap akan menghilangkan riasan bersih banget tidak terasa berminyak sama sekali wanginya segar mudah didapat dan murah p tidak membuat kulit jerawatan atau noda di dahi kontra masih komedo menangis ,-1,0
507,merupakan produk mu itasking yang dapat berfungsi sebagai serum atau masker konon kabarnya m u memperbaiki kerusakan kulit akibat paparan sinar matahari jerawat dan polusi formula anti agingnya lengkap sehingga membantu menyamarkan garis halus di wajah melawan hiperpigmentasi dan menstimulasi sirkulasi darah di wajah sehingga wajah terlihat lebih segar dan awet muda cocok banget buat saya yang gak cocok cuma harganya yang terlalu mahal ,1,1
508,saya membeli ini karena waktu itu ada diskon di century itu adalah lulur tubuh dan juga sabun mandi cair dari bahan bahan alami aroma buahnya enak banget dan scrubbing oke lah tidak ada salahnya lebih baik segera gunakan tangan anda karena kalau pakai shower puff tidak terasa kotor tidak membuat badan lengket dan berminyak setelah mandi ,0,0
509,bantalan toner pertama yang saya beli harganya pun tidak terlalu mahal sayangnya bukan favorit saya pembalutnya terlalu basah tapi untungnya sprei tidak terlalu tebal sehingga bisa sobek menjadi dua bau alkohol terlalu menyengat bahkan membuat mataku pedih saat aku bersenang senang di bagian kulit yang berjerawat juga terasa perih tidak terbukti mengurangi kemerahan pada jerawat dalam waktu jam ,-1,-1
510,pro ini sangat cantik merah muda neon tapi tidak terlalu neon wajah begitu cerah saat saya menggunakan lipstik ini wangi memiliki keharuman yang halus meluncur mulus saat dioleskan ke bibir warna bertahan di bibir ,0,0
511,scrub terbaik aromanya surgawi dan teksturnya lengket seperti permen karet begitu menggemaskan tapi butiran scrubnya lembut dan menghilangkan kotoran kalaupun saya pakai di kulit saya terasa panas mungkin karena sensitif tapi saya tetap pakai karena saya suka banget terutama kemasan sebelumnya kerennya menggunakan toples kaca ,1,0
